ID,CATEGORY
365700,b
111625,b
35589,b
403613,b
140407,b
36436,b
85481,b
33114,b
48362,b
393152,b
65065,b
191145,b
22048,b
122791,b
281896,b
395679,b
132347,b
25470,b
58083,b
246784,b
335223,b
96501,b
420987,b
293378,b
64965,b
303722,b
127876,b
45958,b
362375,b
150180,b
139860,b
244055,b
41198,b
371274,b
259255,b
189721,b
291855,b
366958,b
79882,b
203204,b
283910,b
209629,b
52693,b
189498,b
137087,b
421948,b
139412,b
103557,b
249960,b
248518,b
217262,b
78345,b
382160,b
107683,b
325280,b
168894,b
200519,b
17609,b
421814,b
306158,b
358677,b
90585,b
205143,b
298642,b
291539,b
365254,b
399204,b
420716,b
160111,b
126795,b
47686,b
31663,b
170498,b
178727,b
196236,b
47264,b
8028,b
200870,b
387095,b
250965,b
62532,b
103988,b
37408,b
366027,b
150812,b
190226,b
121752,b
114127,b
305669,b
79202,b
11483,b
354801,b
201725,b
253656,b
182555,b
339469,b
333727,b
258581,b
395583,b
120462,b
122642,b
347685,b
14671,b
198895,b
183129,b
275306,b
250684,b
237862,b
312034,b
115858,b
419872,b
293678,b
401735,b
270424,b
375554,b
188235,b
414020,b
96628,b
133604,b
347907,b
124437,b
41579,b
411467,b
371071,b
72586,b
372463,b
126898,b
279355,b
253059,b
202017,b
159886,b
127392,b
69260,b
357783,b
397149,b
391889,b
213202,b
149680,b
162875,b
248171,b
152863,b
71818,b
301220,b
265134,b
213696,b
124351,b
78812,b
230573,b
203440,b
377980,b
219554,b
144508,b
126646,b
388363,b
420971,b
274247,b
350809,b
206997,b
234966,b
316531,b
218999,b
51304,b
156557,b
302186,b
173499,b
247593,b
26134,b
103249,b
123870,b
125877,b
245684,b
259257,b
373351,b
180081,b
289085,b
104658,b
104556,b
357661,b
152107,b
32352,b
278312,b
330237,b
35212,b
40601,b
398733,b
129419,b
220028,b
206169,b
249089,b
106308,b
213143,b
51015,b
26222,b
26356,b
77744,b
132139,b
90704,b
214838,b
106914,b
404390,b
268878,b
280294,b
370838,b
286663,b
190215,b
166717,b
332565,b
35167,b
328932,b
48142,b
184425,b
62305,b
146842,b
5495,b
13203,b
335978,b
342308,b
352315,b
348952,b
274294,b
374699,b
118076,b
413219,b
115711,b
379430,b
132813,b
77059,b
397373,b
268077,b
36348,b
261519,b
12915,b
255991,b
253965,b
409235,b
137182,b
172574,b
118208,b
25103,b
39062,b
164033,b
182341,b
410703,b
39420,b
11268,b
54818,b
383812,b
64196,b
359799,b
75759,b
163219,b
28583,b
36966,b
95717,b
186791,b
250419,b
170028,b
268708,b
312804,b
374158,b
244940,b
148912,b
31040,b
7411,b
321198,b
411818,b
192167,b
234623,b
240889,b
96149,b
252577,b
76159,b
300583,b
279821,b
172218,b
357035,b
20357,b
303518,b
349203,b
180600,b
41853,b
330701,b
374498,b
311948,b
206391,b
335040,b
150124,b
12550,b
279661,b
293395,b
321258,b
154867,b
206966,b
135581,b
296756,b
279556,b
79130,b
106795,b
228069,b
107083,b
83264,b
12059,b
382625,b
405696,b
47310,b
193983,b
221650,b
62741,b
413532,b
295120,b
369300,b
332207,b
81005,b
338101,b
359277,b
135917,b
241712,b
10021,b
228613,b
124431,b
378399,b
74258,b
236205,b
389945,b
21966,b
109570,b
203911,b
150011,b
402691,b
353375,b
346998,b
97078,b
297773,b
11334,b
126947,b
298234,b
335490,b
259372,b
178395,b
301460,b
353706,b
19502,b
109808,b
88011,b
110420,b
6285,b
89785,b
93286,b
287621,b
404461,b
142568,b
309782,b
390460,b
171080,b
357751,b
258253,b
378075,b
392687,b
227626,b
418604,b
156815,b
248592,b
235738,b
70884,b
395054,b
60032,b
284121,b
370251,b
254971,b
249054,b
420268,b
200997,b
158369,b
405788,b
117549,b
132969,b
366054,b
229445,b
317114,b
185152,b
235108,b
226875,b
414456,b
345169,b
396888,b
401545,b
355245,b
208157,b
9808,b
351825,b
161755,b
66425,b
18923,b
338508,b
238821,b
280699,b
377906,b
400580,b
342576,b
83586,b
193344,b
293179,b
278484,b
396461,b
36387,b
13097,b
30022,b
47535,b
370739,b
60714,b
121969,b
98701,b
167183,b
94877,b
71208,b
254481,b
203943,b
302961,b
202964,b
387984,b
38380,b
280181,b
114139,b
256236,b
346113,b
395348,b
373943,b
352232,b
103325,b
223302,b
152423,b
159006,b
410881,b
117268,b
65367,b
291000,b
204415,b
285130,b
410741,b
362477,b
44492,b
114533,b
194668,b
57171,b
41982,b
225370,b
28798,b
136891,b
316612,b
352316,b
162912,b
131022,b
394500,b
389879,b
168112,b
239767,b
321533,b
201408,b
225536,b
263989,b
57252,b
113367,b
121547,b
343294,b
27690,b
62673,b
211582,b
102686,b
191561,b
155291,b
53037,b
293844,b
113815,b
208400,b
53654,b
248070,b
212844,b
150903,b
321375,b
419429,b
161611,b
174482,b
378155,b
324427,b
160143,b
397184,b
201542,b
120394,b
387965,b
112907,b
68485,b
85785,b
225295,b
57520,b
238910,b
334426,b
29598,b
93839,b
176930,b
399141,b
112269,b
182729,b
102395,b
162958,b
176925,b
68018,b
277041,b
259088,b
203868,b
59556,b
226181,b
148549,b
26765,b
189730,b
169547,b
114982,b
182891,b
407689,b
309590,b
136459,b
410109,b
126536,b
342315,b
138344,b
343147,b
288662,b
16824,b
96813,b
140068,b
277678,b
24156,b
384500,b
103657,b
287864,b
227288,b
49185,b
359539,b
95500,b
16799,b
151950,b
79856,b
407804,b
389821,b
199969,b
108135,b
53953,b
31364,b
359152,b
319997,b
279337,b
295236,b
331977,b
103321,b
323414,b
227449,b
111650,b
301701,b
25338,b
46845,b
397463,b
138448,b
211183,b
172327,b
14187,b
57534,b
254507,b
156611,b
358656,b
278169,b
327166,b
270422,b
300533,b
277560,b
376248,b
243160,b
415792,b
258689,b
170064,b
58004,b
96375,b
195799,b
379230,b
38920,b
357921,b
166898,b
94465,b
146071,b
326203,b
310453,b
248626,b
351858,b
125286,b
305431,b
277635,b
237466,b
261671,b
229794,b
187991,b
231278,b
217739,b
328493,b
308225,b
84192,b
173147,b
134013,b
58202,b
204763,b
55441,b
139851,b
394297,b
354354,b
219409,b
19726,b
420362,b
205112,b
73835,b
397901,b
107540,b
238967,b
110450,b
147179,b
129012,b
212521,b
101567,b
127172,b
199953,b
6396,b
223026,b
397097,b
214748,b
64446,b
68660,b
281057,b
31912,b
149530,b
270941,b
257025,b
212206,b
415223,b
278984,b
231895,b
419624,b
69451,b
200133,b
220723,b
116876,b
361389,b
258082,b
308371,b
214650,b
170029,b
345227,b
326657,b
145750,b
116649,b
328315,b
359008,b
132641,b
286721,b
32342,b
158312,b
390982,b
2566,b
189019,b
325228,b
373322,b
293371,b
132768,b
267177,b
213885,b
40452,b
410206,b
124214,b
320146,b
297203,b
323293,b
214602,b
416971,b
386433,b
269511,b
320106,b
329435,b
314342,b
319745,b
319335,b
298553,b
354757,b
200357,b
379690,b
362577,b
90668,b
392911,b
272198,b
32898,b
208346,b
69804,b
382142,b
84857,b
66386,b
253706,b
219723,b
168870,b
368958,b
70089,b
122222,b
221422,b
138961,b
17231,b
206580,b
114158,b
154821,b
109798,b
400996,b
321272,b
402420,b
285622,b
141681,b
25877,b
205060,b
197040,b
201344,b
205159,b
396949,b
364361,b
10557,b
232351,b
250694,b
405309,b
335740,b
53348,b
303917,b
357288,b
386014,b
399996,b
416439,b
185015,b
286375,b
136041,b
309803,b
419317,b
321360,b
342286,b
332816,b
362968,b
105725,b
94466,b
245921,b
330755,b
394870,b
177416,b
408982,b
227650,b
281681,b
270497,b
226657,b
33137,b
343576,b
291575,b
411548,b
286083,b
62170,b
316631,b
223660,b
83439,b
303020,b
331435,b
310162,b
21331,b
215281,b
310650,b
1143,b
228987,b
8119,b
94050,b
36315,b
198699,b
359731,b
283810,b
352294,b
313870,b
160053,b
83516,b
341114,b
202809,b
284675,b
362527,b
183547,b
274308,b
330875,b
388387,b
219275,b
30699,b
276579,b
378087,b
180258,b
317847,b
410315,b
259189,b
71096,b
87600,b
37397,b
131303,b
175382,b
282415,b
338462,b
4189,b
233012,b
296967,b
175780,b
225568,b
205162,b
148895,b
63880,b
192502,b
196563,b
42813,b
336287,b
235798,b
64246,b
406738,b
218676,b
410287,b
28508,b
287075,b
79987,b
385024,b
183035,b
232915,b
162243,b
260164,b
43115,b
349458,b
386563,b
114972,b
154475,b
106466,b
267672,b
50030,b
180281,b
25890,b
167567,b
285387,b
305302,b
413118,b
107889,b
58533,b
32398,b
190041,b
396096,b
310478,b
72627,b
19059,b
60966,b
46021,b
296624,b
204488,b
128265,b
348326,b
288573,b
23282,b
346625,b
318881,b
318413,b
114006,b
172388,b
290267,b
73080,b
60771,b
279108,b
268834,b
27735,b
46259,b
218446,b
39677,b
401690,b
277042,b
285858,b
335416,b
237304,b
293564,b
354520,b
119724,b
17614,b
238539,b
36245,b
155288,b
337513,b
363580,b
180285,b
291698,b
409748,b
86376,b
150790,b
375710,b
214498,b
22056,b
310898,b
120272,b
267972,b
399770,b
338399,b
113947,b
290205,b
220166,b
388486,b
59987,b
7594,b
15545,b
288138,b
196066,b
219149,b
3884,b
187207,b
358344,b
152285,b
388612,b
274352,b
9848,b
278495,b
382553,b
353206,b
11149,b
111945,b
190184,b
383196,b
79847,b
163385,b
262763,b
73043,b
334070,b
324825,b
205748,b
247428,b
121169,b
392522,b
137672,b
98865,b
403841,b
15760,b
288002,b
415191,b
254486,b
321249,b
206397,b
39157,b
376816,b
235975,b
322530,b
69925,b
393511,b
115455,b
376264,b
34250,b
210139,b
419470,b
112204,b
96184,b
186519,b
290936,b
169424,b
62348,b
117237,b
303373,b
218677,b
194976,b
312472,b
353263,b
100361,b
94775,b
393726,b
332690,b
231195,b
28985,b
40389,b
135558,b
364549,b
421294,b
273242,b
17366,b
47566,b
202458,b
357511,b
253667,b
2346,b
217081,b
294350,b
89051,b
394606,b
329120,b
250673,b
405812,b
395117,b
410061,b
174779,b
61646,b
99381,b
163650,b
117641,b
127403,b
193643,b
124382,b
66332,b
224859,b
226824,b
191003,b
144198,b
409048,b
39213,b
19908,b
315891,b
204921,b
82144,b
242292,b
109254,b
284615,b
15567,b
68505,b
350287,b
418820,b
144060,b
229689,b
92390,b
273118,b
352286,b
108258,b
171414,b
147336,b
227065,b
397532,b
378984,b
210793,b
54162,b
294507,b
316945,b
233681,b
193374,b
277363,b
76874,b
259110,b
148683,b
279536,b
245787,b
172286,b
238200,b
80795,b
73464,b
185738,b
377124,b
140587,b
88399,b
19143,b
142389,b
49276,b
305575,b
66038,b
309432,b
163409,b
420163,b
145231,b
346637,b
337676,b
193304,b
327028,b
91821,b
306442,b
333773,b
163619,b
53882,b
193970,b
314024,b
419494,b
373079,b
122248,b
410842,b
259080,b
269104,b
9451,b
413263,b
226262,b
283541,b
20834,b
77430,b
84562,b
386760,b
115875,b
70267,b
192825,b
302303,b
57687,b
350874,b
304901,b
215892,b
188230,b
28715,b
197452,b
342317,b
35014,b
254390,b
354245,b
111821,b
264246,b
281780,b
275580,b
213604,b
385677,b
259623,b
135665,b
311214,b
273829,b
292865,b
270866,b
154498,b
310328,b
50223,b
133222,b
138461,b
2110,b
385323,b
419676,b
153629,b
9789,b
325292,b
9776,b
146357,b
31822,b
116355,b
391636,b
304406,b
378671,b
357646,b
167280,b
65601,b
116916,b
271624,b
48132,b
211380,b
138109,b
351906,b
89401,b
149957,b
276967,b
402967,b
134746,b
123660,b
274503,b
260995,b
340831,b
144270,b
76394,b
229375,b
285005,b
391254,b
342889,b
132147,b
388330,b
110194,b
64840,b
51170,b
187923,b
156120,b
165901,b
145797,b
274135,b
109692,b
309258,b
320277,b
237493,b
118599,b
199358,b
392072,b
129372,b
188355,b
239337,b
19574,b
65908,b
126605,b
35524,b
208333,b
262813,b
153606,b
149015,b
354218,b
421864,b
251928,b
45519,b
376332,b
1192,b
280813,b
94529,b
262863,b
422772,b
295335,b
403121,b
335599,b
125988,b
56321,b
95212,b
70873,b
161121,b
196503,b
63526,b
233620,b
365713,b
69816,b
275364,b
171645,b
207046,b
45306,b
15626,b
401244,b
305730,b
58900,b
118321,b
326409,b
29536,b
370568,b
234845,b
380600,b
104248,b
397735,b
233026,b
332375,b
206602,b
352867,b
277367,b
117256,b
398071,b
24117,b
83259,b
323384,b
357131,b
169970,b
75341,b
93633,b
156246,b
131970,b
143051,b
310163,b
132023,b
256522,b
353207,b
308580,b
421831,b
123910,b
373552,b
378432,b
175040,b
227845,b
39358,b
395795,b
364873,b
373020,b
308780,b
398951,b
315293,b
109153,b
326533,b
241579,b
2636,b
75180,b
373564,b
68409,b
259465,b
406939,b
172072,b
134436,b
186197,b
9426,b
270411,b
71198,b
183731,b
208846,b
339260,b
401308,b
123134,b
310386,b
276464,b
94283,b
240133,b
388624,b
60299,b
419610,b
279470,b
61182,b
225314,b
74267,b
267845,b
381864,b
5307,b
107341,b
410671,b
34741,b
14203,b
296403,b
137421,b
126797,b
273810,b
63198,b
306721,b
307467,b
155898,b
163146,b
44329,b
410948,b
225594,b
374736,b
340715,b
362227,b
194618,b
133980,b
104563,b
301796,b
334520,b
334142,b
359314,b
98089,b
190946,b
155460,b
138184,b
99233,b
244298,b
110536,b
329706,b
271386,b
294869,b
14580,b
37130,b
361305,b
206119,b
84551,b
103455,b
150810,b
317682,b
169451,b
104310,b
141305,b
87681,b
405369,b
374884,b
397852,b
303362,b
18155,b
256057,b
132224,b
131091,b
48944,b
60643,b
322801,b
393259,b
186087,b
23918,b
192063,b
370492,b
277964,b
217098,b
303813,b
228774,b
80309,b
110534,b
398221,b
118098,b
81085,b
8295,b
264528,b
105765,b
266793,b
342605,b
184754,b
99284,b
94720,b
161285,b
202595,b
78835,b
384936,b
257279,b
185760,b
227191,b
123737,b
357655,b
390683,b
298864,b
298129,b
279875,b
297932,b
221456,b
26335,b
199905,b
222613,b
129506,b
111606,b
94407,b
122218,b
342655,b
67219,b
166573,b
138902,b
219681,b
15304,b
376217,b
71330,b
112235,b
294582,b
310196,b
321572,b
407208,b
9931,b
136075,b
250240,b
363710,b
414309,b
391076,b
151478,b
52787,b
121534,b
283289,b
189886,b
109851,b
162921,b
64541,b
356655,b
96112,b
71346,b
233277,b
345672,b
329070,b
227118,b
243371,b
333911,b
237225,b
150255,b
322156,b
242001,b
367948,b
36508,b
253064,b
35515,b
413701,b
383247,b
280148,b
91824,b
323578,b
91092,b
344525,b
230183,b
397438,b
117140,b
197879,b
229208,b
242422,b
382315,b
197224,b
246177,b
392487,b
275446,b
67382,b
355173,b
151231,b
186394,b
97295,b
79372,b
9859,b
389344,b
160011,b
96255,b
186663,b
40073,b
86481,b
197665,b
340409,b
360364,b
231174,b
139065,b
359559,b
159829,b
299692,b
241381,b
38010,b
34094,b
365409,b
96682,b
70599,b
287449,b
365343,b
310458,b
244364,b
260663,b
256886,b
110704,b
349340,b
132284,b
322209,b
108183,b
194034,b
343893,b
326861,b
61015,b
157490,b
389444,b
269764,b
253082,b
351180,b
108432,b
420050,b
419095,b
13315,b
48936,b
5823,b
184463,b
20388,b
346318,b
183002,b
115751,b
230091,b
66739,b
134487,b
92169,b
142809,b
357022,b
98863,b
108164,b
337012,b
294835,b
37391,b
95432,b
36557,b
298333,b
221007,b
144523,b
5349,b
78881,b
159237,b
59975,b
7668,b
207847,b
53627,b
163213,b
200298,b
221757,b
366520,b
355500,b
312019,b
122643,b
416429,b
217723,b
183515,b
273047,b
325272,b
45817,b
76661,b
37900,b
14390,b
55938,b
115541,b
357312,b
263378,b
45081,b
335716,b
202985,b
105132,b
42126,b
42383,b
123882,b
356338,b
279177,b
15275,b
322630,b
143131,b
47114,b
27893,b
348835,b
45732,b
79332,b
413954,b
255866,b
275304,b
394046,b
174262,b
355775,b
131231,b
246233,b
62416,b
308726,b
180477,b
172608,b
24090,b
235234,b
408394,b
117917,b
365008,b
31529,b
201641,b
13507,b
409212,b
367832,b
396351,b
66317,b
32637,b
388262,b
203104,b
276785,b
171996,b
203740,b
207168,b
84456,b
8825,b
61982,b
303570,b
8593,b
413874,b
407365,b
400428,b
379284,b
69648,b
245724,b
381448,b
311452,b
313510,b
246842,b
150156,b
117599,b
70046,b
174552,b
74360,b
94206,b
70812,b
68674,b
26040,b
239312,b
19420,b
289081,b
208501,b
15593,b
340401,b
264233,b
249351,b
210509,b
7769,b
365478,b
201915,b
421888,b
174405,b
56980,b
335279,b
879,b
337319,b
20492,b
49198,b
167249,b
44388,b
414724,b
317275,b
316313,b
108035,b
418862,b
343244,b
400525,b
181922,b
314305,b
330213,b
403860,b
15999,b
350320,b
363220,b
62920,b
210695,b
316524,b
390613,b
36136,b
144805,b
167923,b
258545,b
169215,b
419627,b
96100,b
392957,b
190610,b
368068,b
219159,b
138059,b
236224,b
322160,b
143043,b
171576,b
80061,b
290344,b
29653,b
361436,b
408887,b
269088,b
288930,b
170758,b
263702,b
209776,b
136815,b
214092,b
269662,b
394047,b
412188,b
255329,b
338323,b
169700,b
64300,b
277875,b
46987,b
202034,b
199111,b
385938,b
265304,b
30634,b
311163,b
322187,b
319752,b
340094,b
171931,b
100054,b
32228,b
355617,b
119907,b
179065,b
116298,b
274843,b
209482,b
240368,b
104684,b
123957,b
395530,b
53999,b
43922,b
238332,b
195118,b
252193,b
254054,b
414744,b
358859,b
363571,b
20736,b
269683,b
207307,b
249674,b
128999,b
342567,b
388821,b
343055,b
274303,b
221842,b
174916,b
78065,b
70491,b
127638,b
133961,b
95890,b
308714,b
58154,b
52710,b
119950,b
372202,b
289749,b
158824,b
96177,b
191985,b
71162,b
77287,b
282647,b
404440,b
56830,b
79080,b
211729,b
384566,b
350697,b
335366,b
190739,b
248482,b
272273,b
331036,b
329093,b
244338,b
205160,b
43469,b
338148,b
381990,b
231680,b
6701,b
320636,b
39903,b
203507,b
356239,b
163185,b
63093,b
108516,b
227745,b
142637,b
243775,b
170427,b
11451,b
161427,b
260537,b
6276,b
309427,b
249861,b
143144,b
312834,b
324189,b
8250,b
5708,b
306091,b
387558,b
379538,b
28930,b
32598,b
77576,b
306827,b
203050,b
332294,b
28632,b
107799,b
206865,b
19999,b
247896,b
131856,b
242504,b
140681,b
2164,b
371001,b
247963,b
281434,b
308783,b
281030,b
269083,b
52939,b
57865,b
80417,b
336279,b
250149,b
326294,b
397583,b
400592,b
23988,b
113796,b
241047,b
148592,b
328904,b
416893,b
332350,b
261526,b
291411,b
91664,b
144842,b
213859,b
262862,b
171703,b
419043,b
332556,b
20412,b
149503,b
232614,b
188937,b
395515,b
356791,b
196235,b
298606,b
101593,b
103720,b
204200,b
405242,b
154316,b
244477,b
237121,b
90189,b
366160,b
197682,b
23215,b
43082,b
292815,b
30851,b
269135,b
369237,b
172390,b
88679,b
346875,b
210752,b
152314,b
14727,b
117113,b
279878,b
174006,b
68843,b
299450,b
140963,b
422324,b
235736,b
158636,b
255172,b
58639,b
23897,b
194522,b
244395,b
268506,b
179906,b
263997,b
261113,b
61390,b
418994,b
30551,b
284400,b
321217,b
62893,b
284814,b
92354,b
126494,b
246258,b
130083,b
278878,b
77674,b
269027,b
23980,b
304960,b
17632,b
57016,b
43419,b
13992,b
119612,b
87714,b
2047,b
150099,b
209081,b
348000,b
417956,b
15888,b
278704,b
272572,b
342474,b
92971,b
233432,b
65329,b
398122,b
325773,b
12321,b
30444,b
215099,b
103131,b
280962,b
255542,b
132970,b
210140,b
333819,b
161299,b
218822,b
174274,b
224603,b
192229,b
215999,b
88762,b
139060,b
203141,b
185039,b
10793,b
373767,b
304656,b
246682,b
217511,b
342876,b
412298,b
271668,b
54535,b
204289,b
236307,b
134314,b
251518,b
141977,b
212276,b
57467,b
296484,b
393015,b
132267,b
328121,b
223055,b
185227,b
144366,b
28987,b
170976,b
250450,b
261891,b
317571,b
169223,b
180116,b
35846,b
381124,b
385210,b
289033,b
335429,b
265708,b
372820,b
98834,b
378888,b
233574,b
238088,b
83595,b
302945,b
210681,b
400537,b
166705,b
99163,b
13623,b
133333,b
87555,b
174113,b
254673,b
136594,b
31095,b
42010,b
411114,b
325588,b
16478,b
309373,b
24277,b
293715,b
179672,b
111022,b
97265,b
419714,b
7231,b
358785,b
19894,b
60149,b
112783,b
30187,b
363446,b
411709,b
382564,b
74225,b
371268,b
372832,b
238431,b
409073,b
399805,b
237011,b
387028,b
163382,b
119273,b
142926,b
251894,b
133047,b
404992,b
39859,b
10870,b
241820,b
52431,b
211215,b
49670,b
369007,b
102018,b
16458,b
316087,b
214843,b
211670,b
249096,b
288587,b
398705,b
227346,b
99947,b
70575,b
312416,b
261752,b
323811,b
408876,b
394389,b
245858,b
386812,b
23381,b
405876,b
118012,b
311678,b
304353,b
360831,b
409255,b
251206,b
182221,b
71813,b
263508,b
84086,b
47479,b
279367,b
398312,b
120446,b
64712,b
252196,b
340643,b
346758,b
115608,b
104702,b
338237,b
129880,b
74000,b
197825,b
208847,b
302969,b
406320,b
143277,b
160533,b
265753,b
44769,b
189734,b
161178,b
383264,b
393535,b
287432,b
87248,b
369323,b
344557,b
233022,b
140590,b
16755,b
234601,b
60816,b
143599,b
87777,b
127219,b
401823,b
82767,b
344618,b
263356,b
110067,b
251330,b
295552,b
56021,b
266343,b
21681,b
252847,b
234826,b
376205,b
77135,b
337040,b
154628,b
128306,b
316246,b
338781,b
378993,b
134763,b
266328,b
73474,b
271581,b
115520,b
99870,b
234122,b
204759,b
108317,b
199069,b
36479,b
73751,b
332523,b
318548,b
298349,b
69075,b
270531,b
305414,b
43667,b
218936,b
390410,b
218447,b
304900,b
115715,b
265880,b
347047,b
219584,b
215717,b
151953,b
120104,b
319854,b
142435,b
170486,b
88311,b
378128,b
399238,b
47858,b
264155,b
325296,b
346412,b
274063,b
246315,b
407143,b
411158,b
207977,b
283431,b
365912,b
319994,b
419242,b
37060,b
108066,b
36243,b
356607,b
317189,b
189751,b
131904,b
419683,b
212937,b
58472,b
211301,b
138732,b
260268,b
412891,b
7410,b
290061,b
90611,b
121461,b
60628,b
358973,b
379908,b
368288,b
239538,b
178952,b
275520,b
13979,b
339236,b
154045,b
351479,b
135039,b
234964,b
311864,b
167235,b
47065,b
178299,b
95330,b
290800,b
183905,b
302832,b
43345,b
208281,b
143141,b
363551,b
369134,b
265200,b
124107,b
288927,b
278142,b
334888,b
223925,b
165372,b
297392,b
36893,b
142363,b
353072,b
396812,b
124516,b
239594,b
73358,b
215797,b
378713,b
372803,b
329406,b
95739,b
279550,b
42452,b
203871,b
307450,b
292166,b
284880,b
268500,b
412615,b
169115,b
291213,b
359571,b
253655,b
341750,b
170900,b
172106,b
214938,b
101999,b
181774,b
213813,b
118438,b
407085,b
72890,b
405002,b
211859,b
281730,b
321960,b
377308,b
115539,b
369641,b
247216,b
371471,b
413576,b
312947,b
70654,b
78628,b
373391,b
413386,b
325018,b
303903,b
106977,b
312806,b
402566,b
380678,b
386436,b
349082,b
274136,b
304587,b
384407,b
345763,b
166263,b
384279,b
201201,b
208422,b
12193,b
209461,b
130335,b
271077,b
61024,b
202978,b
20590,b
122353,b
250188,b
12973,b
375974,b
404287,b
11833,b
15402,b
207192,b
202827,b
274630,b
245904,b
229361,b
194631,b
12792,b
293793,b
24529,b
300270,b
86269,b
317452,b
285708,b
155541,b
34491,b
67275,b
43532,b
158586,b
127220,b
284210,b
137726,b
246835,b
67318,b
78396,b
29981,b
356439,b
305694,b
79375,b
104700,b
259364,b
68079,b
266214,b
59777,b
349704,b
113470,b
26856,b
270316,b
18030,b
204393,b
127763,b
324663,b
173361,b
238253,b
32909,b
45896,b
146748,b
315159,b
409260,b
81603,b
397364,b
318123,b
363566,b
15770,b
113185,b
139091,b
231084,b
93618,b
364765,b
153958,b
183390,b
142840,b
339660,b
198391,b
127352,b
231412,b
207418,b
168860,b
125991,b
420616,b
255242,b
294229,b
145824,b
110750,b
380585,b
382380,b
171616,b
370255,b
213080,b
5456,b
411680,b
209682,b
263259,b
72631,b
108086,b
101025,b
136425,b
335698,b
238669,b
221336,b
210019,b
18462,b
404614,b
363577,b
232158,b
65467,b
212428,b
107217,b
185059,b
12082,b
63376,b
103386,b
340407,b
24411,b
56238,b
122202,b
412553,b
57407,b
413706,b
12275,b
290530,b
208614,b
397859,b
258269,b
328461,b
194104,b
5844,b
113681,b
223598,b
3093,b
1385,b
380333,b
156168,b
171185,b
215364,b
375475,b
395899,b
119291,b
66002,b
170449,b
416825,b
278354,b
36683,b
333115,b
1377,b
223190,b
335645,b
357735,b
177853,b
233519,b
256010,b
201980,b
77352,b
131815,b
117681,b
275740,b
125788,b
104303,b
418701,b
318410,b
92184,b
116826,b
381896,b
22999,b
9826,b
299071,b
221567,b
4210,b
106432,b
315974,b
151296,b
77817,b
339353,b
178870,b
269886,b
141952,b
318628,b
6587,b
68661,b
420256,b
73883,b
120914,b
387604,b
56142,b
165118,b
235121,b
155597,b
90859,b
145421,b
81325,b
95582,b
119434,b
86324,b
98256,b
320353,b
76533,b
326500,b
328095,b
334722,b
97942,b
240554,b
78650,b
364526,b
102497,b
72121,b
184048,b
5112,b
265778,b
284354,b
4866,b
385853,b
108761,b
277176,b
188151,b
407643,b
259650,b
138309,b
119625,b
227577,b
295421,b
402909,b
416260,b
113761,b
270852,b
177263,b
108414,b
337341,b
3023,b
228993,b
155295,b
402942,b
41000,b
16707,b
359562,b
212295,b
145847,b
301772,b
233430,b
367563,b
119666,b
408360,b
163168,b
169382,b
314835,b
31784,b
157185,b
398823,b
84725,b
316917,b
200962,b
382020,b
61588,b
403057,b
322289,b
365523,b
237654,b
2015,b
335797,b
157273,b
55761,b
116942,b
130484,b
79618,b
105282,b
218889,b
41213,b
157253,b
132212,b
132846,b
117032,b
333394,b
421647,b
392466,b
422082,b
120884,b
51868,b
368041,b
232486,b
48488,b
243013,b
123344,b
362347,b
159999,b
19268,b
113784,b
118255,b
165530,b
341918,b
392557,b
231650,b
186803,b
161744,b
275290,b
33562,b
292045,b
297592,b
97274,b
271996,b
261407,b
108084,b
225552,b
391048,b
76418,b
58850,b
76997,b
59826,b
346071,b
185526,b
415517,b
128047,b
129790,b
341539,b
145645,b
125162,b
104171,b
67865,b
65224,b
100933,b
70400,b
272271,b
218008,b
379046,b
259750,b
179916,b
171648,b
281361,b
229114,b
116105,b
391398,b
251801,b
127253,b
71990,b
284326,b
210689,b
268297,b
73937,b
290917,b
380693,b
332711,b
195855,b
270793,b
8730,b
259117,b
404095,b
98941,b
302019,b
259100,b
382099,b
84479,b
185155,b
187867,b
55351,b
208770,b
206322,b
114185,b
228518,b
238241,b
249200,b
36216,b
206476,b
304197,b
111757,b
399653,b
382569,b
160329,b
238465,b
297602,b
241825,b
77557,b
205609,b
71317,b
9085,b
207518,b
255456,b
140384,b
26236,b
343747,b
222307,b
415379,b
175338,b
78154,b
393245,b
108780,b
208527,b
46290,b
421123,b
308292,b
249468,b
149058,b
381951,b
33853,b
321942,b
123542,b
142031,b
50973,b
129848,b
133819,b
63377,b
246592,b
339030,b
292038,b
412784,b
268696,b
254088,b
329717,b
175730,b
377799,b
19808,b
225801,b
99893,b
64466,b
411319,b
348581,b
288313,b
100275,b
259532,b
405655,b
106976,b
244462,b
304355,b
261567,b
25227,b
28799,b
136897,b
24787,b
332589,b
94826,b
328258,b
18599,b
85327,b
387137,b
112369,b
374618,b
139283,b
389037,b
149654,b
40018,b
63082,b
147693,b
263896,b
38615,b
415390,b
149426,b
92225,b
324859,b
384330,b
383616,b
18743,b
333501,b
88454,b
323120,b
292366,b
212371,b
130705,b
123447,b
396756,b
297265,b
22881,b
247855,b
74250,b
130730,b
390306,b
273175,b
68952,b
400403,b
127272,b
38245,b
138552,b
275917,b
106550,b
278530,b
200230,b
58934,b
50767,b
223708,b
420197,b
137457,b
144464,b
329949,b
112971,b
267314,b
411334,b
245819,b
334955,b
307595,b
276900,b
15168,b
147814,b
398319,b
129739,b
268279,b
158182,b
